sep=;
"Cluster";"category";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"NM";"NM";"GO:0019897";"extrinsic component of plasma membrane";"13/556";"189/23271";0.000649532200971724;0.00524527890596033;0.00379270043864323;"Anxa2/Cav2/Cdh13/Cdh2/Cdh6/Farp1/Gnai2/Gnb1/Ppl/S100a10/S100a6/Src/Tnk2";13
"NM";"NM";"GO:0014704";"intercalated disc";"7/556";"62/23271";0.000675298270869967;0.00535236407282122;0.00387013044124309;"Actn1/Anxa5/Camk2d/Cdh2/Dsp/Prkca/Vamp5";7
"NM";"NM";"GO:0019898";"extrinsic component of membrane";"18/556";"320/23271";0.000751461747144358;0.00584773868686882;0.00422832064421897;"Anxa13/Anxa2/Cav2/Cdh13/Cdh2/Cdh6/Ehd2/Ezr/Farp1/Gnai2/Gnb1/Micall1/Ppl/S100a10/S100a6/Src/Syn3/Tnk2";18
"NM";"NM";"GO:0044291";"cell-cell contact zone";"8/556";"85/23271";0.00096884872379452;0.00739445724097325;0.00534670543247943;"Actn1/Ahnak/Anxa5/Camk2d/Cdh2/Dsp/Prkca/Vamp5";8
"NM";"NM";"GO:0031256";"leading edge membrane";"11/556";"150/23271";0.000984775847512793;0.00739445724097325;0.00534670543247943;"Cd44/Dagla/Dnm2/Epha2/Eps8l2/Myo1c/Nradd/Nrg1/Ppp1r9b/Src/Wwc1";11
"NM";"NM";"GO:0098685";"Schaffer collateral - CA1 synapse";"9/556";"113/23271";0.00157403087362198;0.0116152623087967;0.00839864023311911;"Actb/Cadm1/Dvl1/Epha4/Gipc1/Ncam1/Plat/Ptprs/Wnt7a";9
"NM";"NM";"GO:0030175";"filopodium";"8/556";"93/23271";0.00173745185235636;0.0126038880137038;0.00911348518452758;"App/Epha4/Ezr/Iqgap2/Itga3/Msn/Ppp1r9b/Vasp";8
"NM";"NM";"GO:0043209";"myelin sheath";"13/556";"213/23271";0.00192721335252879;0.0133905191443738;0.00968227404930128;"Actb/Anxa2/Calm3/Ezr/Gnb1/Igsf8/Mbp/Msn/Napa/Ncam1/Phgdh/Pitpna/Ubc";13
"NM";"NM";"GO:0001931";"uropod";"3/556";"11/23271";0.00193974810035322;0.0133905191443738;0.00968227404930128;"Ezr/Msn/Myh9";3
"NM";"NM";"GO:0031254";"cell trailing edge";"3/556";"11/23271";0.00193974810035322;0.0133905191443738;0.00968227404930128;"Ezr/Msn/Myh9";3
"NM";"NM";"GO:0016324";"apical plasma membrane";"18/556";"350/23271";0.00204597800854592;0.0138996601215501;0.010050418287594;"Abcc1/Amotl2/Ano1/Cd44/Cd81/Cdh2/Egfr/Ezr/Jag1/Kcnn4/Lmo7/Msn/Muc1/Pard6b/Plec/Shroom1/Slc6a6/Slc9a3r1";18
"NM";"NM";"GO:0031941";"filamentous actin";"5/556";"40/23271";0.00252256179898303;0.0167293334955545;0.0120964683907846;"Ehbp1l1/Myo1c/Pdlim7/Smtn/Specc1";5
"NM";"NM";"GO:0031143";"pseudopodium";"3/556";"12/23271";0.00254066980656786;0.0167293334955545;0.0120964683907846;"Arrb1/Capn2/Msn";3
"NM";"NM";"GO:0001772";"immunological synapse";"5/556";"41/23271";0.00281737226899515;0.0182702322898474;0.0132106450890682;"Alcam/Cd81/Ezr/Lgals3/Myh9";5
"NM";"NM";"GO:0005916";"fascia adherens";"3/556";"13/23271";0.0032446310221649;0.0204220893748026;0.0147665870048991;"Actn1/Cdh2/Dsp";3
"NM";"NM";"GO:0034362";"low-density lipoprotein particle";"3/556";"13/23271";0.0032446310221649;0.0204220893748026;0.0147665870048991;"Apob/App/Lsr";3
"NM";"NM";"GO:0014069";"postsynaptic density";"19/556";"400/23271";0.00375635571934114;0.0233002934475074;0.0168477281691273;"Actb/Arrb1/Cadm1/Cald1/Camk2n1/Cdh2/Dagla/Dnm2/Dvl1/Epb41l1/Epha4/Ifngr1/Map1b/Ppp1r9b/Ptprf/Ptprs/Sorbs2/Src/Syn3";19
"NM";"NM";"GO:0016528";"sarcoplasm";"7/556";"84/23271";0.00397100664289501;0.0242798691879866;0.0175560293685885;"Camk2d/Flnc/H6pd/Plec/S100a1/Sri/Thbs1";7
"NM";"NM";"GO:0071437";"invadopodium";"3/556";"14/23271";0.00405680400742004;0.024289542926178;0.017563024152229;"Ezr/Itga3/Msn";3
"NM";"NM";"GO:0098984";"neuron to neuron synapse";"20/556";"433/23271";0.00408609133337573;0.024289542926178;0.017563024152229;"Actb/Arrb1/Bace1/Cadm1/Cald1/Camk2n1/Cdh2/Dagla/Dnm2/Dvl1/Epb41l1/Epha4/Ifngr1/Map1b/Ppp1r9b/Ptprf/Ptprs/Sorbs2/Src/Syn3";20
"NM";"NM";"GO:0044304";"main axon";"7/556";"85/23271";0.00424043107153223;0.0248082380114182;0.0179380766732832;"App/Cadm1/Camk2d/Dagla/Map1b/Mbp/Nrg1";7
"NM";"NM";"GO:0032279";"asymmetric synapse";"19/556";"405/23271";0.0042892747963667;0.0248082380114182;0.0179380766732832;"Actb/Arrb1/Cadm1/Cald1/Camk2n1/Cdh2/Dagla/Dnm2/Dvl1/Epb41l1/Epha4/Ifngr1/Map1b/Ppp1r9b/Ptprf/Ptprs/Sorbs2/Src/Syn3";19
"NM";"NM";"GO:0044305";"calyx of Held";"4/556";"29/23271";0.0047653664217338;0.0271943577133609;0.0196634067086279;"Actb/Git1/Ncs1/Prkca";4
"NM";"NM";"GO:0005923";"bicellular tight junction";"9/556";"137/23271";0.00573065196902598;0.0322726189834621;0.0233353418129313;"Amotl2/Ccnd1/Cgn/Cgnl1/Frmd4a/Magi3/Pard6b/Traf4/Vasp";9
"NM";"NM";"GO:0043196";"varicosity";"3/556";"16/23271";0.00602374272789879;0.0330085141463885;0.0238674450542012;"Cadm1/Dagla/Map1b";3
"NM";"NM";"GO:0032587";"ruffle membrane";"6/556";"69/23271";0.00608499124150666;0.0330085141463885;0.0238674450542012;"Dnm2/Eps8l2/Myo1c/Ppp1r9b/Src/Wwc1";6
"NM";"NM";"GO:0005604";"basement membrane";"8/556";"114/23271";0.0060926930316932;0.0330085141463885;0.0238674450542012;"Anxa2/Col4a2/Efna5/Itgb4/Lama5/Lamb3/Npnt/Runx1";8
"NM";"NM";"GO:0030315";"T-tubule";"6/556";"70/23271";0.00652443042328868;0.0345096105294019;0.0249528418486084;"Camk2d/Cdh2/Ezr/Igf1r/Msn/Sri";6
"NM";"NM";"GO:0070062";"extracellular exosome";"7/556";"92/23271";0.00653102442262045;0.0345096105294019;0.0249528418486084;"Ahnak/Anxa2/Cd81/Clic1/Gprc5a/Serpine1/Sri";7
"NM";"NM";"GO:0043197";"dendritic spine";"11/556";"195/23271";0.00744360010116289;0.0388519615036307;0.0280926627694723;"Actn1/Arrb1/Asap1/Cald1/Comt/Dnm2/Dvl1/Epha4/Gipc1/Ppp1r9b/Sri";11
"NM";"NM";"GO:0008305";"integrin complex";"4/556";"34/23271";0.00847273826900744;0.0421666509201766;0.0304894131100145;"Itga2/Itga3/Itgb4/Npnt";4
"NM";"NM";"GO:0031045";"dense core granule";"4/556";"34/23271";0.00847273826900744;0.0421666509201766;0.0304894131100145;"Actn1/Adam8/Ncs1/Plat";4
"NM";"NM";"GO:0034358";"plasma lipoprotein particle";"4/556";"34/23271";0.00847273826900744;0.0421666509201766;0.0304894131100145;"Apob/App/Clu/Lsr";4
"NM";"NM";"GO:1990777";"lipoprotein particle";"4/556";"34/23271";0.00847273826900744;0.0421666509201766;0.0304894131100145;"Apob/App/Clu/Lsr";4
"NM";"NM";"GO:0010008";"endosome membrane";"12/556";"227/23271";0.0087376893931512;0.0429854144858473;0.0310814359538591;"Anxa2/Ctsd/Dagla/Egfr/Ehd2/Epha4/Litaf/Micall1/Plekhm2/Pmepa1/Slc48a1/Vps37b";12
"NM";"NM";"GO:0044309";"neuron spine";"11/556";"200/23271";0.0089177387572089;0.0433726385009706;0.0313614257729595;"Actn1/Arrb1/Asap1/Cald1/Comt/Dnm2/Dvl1/Epha4/Gipc1/Ppp1r9b/Sri";11
"NM";"NM";"GO:0031594";"neuromuscular junction";"7/556";"98/23271";0.00913612670369792;0.0439355306649743;0.031768435847276;"App/Camk2d/Epha4/F2r/Lama5/Myh9/Nrg1";7
"NM";"NM";"GO:0099572";"postsynaptic specialization";"19/556";"439/23271";0.00980712532779242;0.0454914479289261;0.0328934719407385;"Actb/Arrb1/Cadm1/Cald1/Camk2n1/Cdh2/Dagla/Dnm2/Dvl1/Epb41l1/Epha4/Ifngr1/Map1b/Ppp1r9b/Ptprf/Ptprs/Sorbs2/Src/Syn3";19
"NM";"NM";"GO:0034361";"very-low-density lipoprotein particle";"3/556";"19/23271";0.00988482396586478;0.0454914479289261;0.0328934719407385;"Apob/App/Lsr";3
"NM";"NM";"GO:0034385";"triglyceride-rich plasma lipoprotein particle";"3/556";"19/23271";0.00988482396586478;0.0454914479289261;0.0328934719407385;"Apob/App/Lsr";3
"NM";"NM";"GO:0043034";"costamere";"3/556";"19/23271";0.00988482396586478;0.0454914479289261;0.0328934719407385;"Ahnak/Krt19/Sdc4";3
"NM";"NM";"GO:1903561";"extracellular vesicle";"7/556";"100/23271";0.0101533314688152;0.0462300624324775;0.0334275414538819;"Ahnak/Anxa2/Cd81/Clic1/Gprc5a/Serpine1/Sri";7
