sep=;
"Cluster";"category";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"ES";"ES";"GO:0062197";"cellular response to chemical stress";"18/558";"332/23328";0.0011572816051146;0.0227165911169812;0.0194494618410274;"Bmp4/Chd6/Dapk1/Ect2/Eif2s1/Etv5/Lrrc8d/Mcl1/Pawr/Pkd2/Ptprk/Rest/Rnf146/Setx/Sin3a/Sod2/Trp53inp1/Xrcc5";18
"ES";"ES";"GO:0000280";"nuclear division";"21/558";"418/23328";0.00122792318133634;0.0236419276636241;0.0202417152984832;"4930447C04Rik/Atrx/Bmp4/Bora/Ccnb1ip1/Ccne1/Cdc26/Cul3/Dnmt3l/Gen1/Hnrnpu/Mis12/Rad21/Riok2/Rps6ka2/Smc2/Spin1/Terf1/Vps4b/Xiap/Ywhah";21
"ES";"ES";"GO:0033047";"regulation of mitotic sister chromatid segregation";"7/558";"69/23328";0.001292364851515;0.0245305479363035;0.0210025330635977;"Atrx/Cdc26/Cul3/Gen1/Hnrnpu/Rad21/Riok2";7
"ES";"ES";"GO:0048147";"negative regulation of fibroblast proliferation";"5/558";"35/23328";0.00137939160480531;0.025583924032589;0.0219044112584136;"Cdc73/Morc3/Pawr/Sod2/Trp53inp1";5
"ES";"ES";"GO:0001841";"neural tube formation";"10/558";"133/23328";0.00137964997889458;0.025583924032589;0.0219044112584136;"Arid1a/Bmp4/Cecr2/Cobl/Enah/Lrp2/Map3k7/Rala/Sall4/Trim71";10
"ES";"ES";"GO:0051383";"kinetochore organization";"4/558";"21/23328";0.00140211803178368;0.0256170196003577;0.0219327469791699;"Mis12/Rnf4/Senp6/Smc2";4
"ES";"ES";"GO:0045995";"regulation of embryonic development";"10/558";"134/23328";0.00145978198866002;0.0263415368716051;0.0225530632470345;"Bmp4/Dhx36/Gja1/Nanog/Noct/Nr2c2/Poglut1/Tenm4/Trip12/Wnk1";10
"ES";"ES";"GO:0060606";"tube closure";"9/558";"112/23328";0.00149102710295532;0.0267852368852332;0.0229329497555112;"Arid1a/Bmp4/Cecr2/Cobl/Enah/Lrp2/Rala/Sall4/Trim71";9
"ES";"ES";"GO:0006914";"autophagy";"21/558";"425/23328";0.00150535113456859;0.0268032432101947;0.0229483663877177;"Ambra1/Dapk1/Eif4g2/Gabarapl2/Hk2/Huwe1/Map3k7/Mcl1/Mtdh/Nampt/Nrbf2/Plaa/Rragd/Triml1/Triml2/Trp53inp1/Ubxn2a/Vps4b/Wac/Zfyve1/Zkscan3";21
"ES";"ES";"GO:0061919";"process utilizing autophagic mechanism";"21/558";"425/23328";0.00150535113456859;0.0268032432101947;0.0229483663877177;"Ambra1/Dapk1/Eif4g2/Gabarapl2/Hk2/Huwe1/Map3k7/Mcl1/Mtdh/Nampt/Nrbf2/Plaa/Rragd/Triml1/Triml2/Trp53inp1/Ubxn2a/Vps4b/Wac/Zfyve1/Zkscan3";21
"ES";"ES";"GO:0030177";"positive regulation of Wnt signaling pathway";"10/558";"135/23328";0.00154365392522357;0.0273641559255491;0.0234286079167945;"Cdc73/Gid8/Ppm1b/Rbpj/Rnf146/Spin1/Ubr5/Usp34/Wnk1/Xiap";10
"ES";"ES";"GO:0034063";"stress granule assembly";"4/558";"22/23328";0.0016815789635939;0.029384927544788;0.0251587495694494;"Eif2s1/G3bp2/Pum2/Rps23";4
"ES";"ES";"GO:0098813";"nuclear chromosome segregation";"15/558";"262/23328";0.00171253029989773;0.0297035427878814;0.0254315411595521;"4930447C04Rik/Atrx/Ccnb1ip1/Ccne1/Cdc26/Cul3/Ect2/Gen1/Hnrnpu/Mis12/Rad21/Riok2/Smc2/Terf1/Vps4b";15
"ES";"ES";"GO:0009314";"response to radiation";"20/558";"401/23328";0.00173027563739727;0.0298825286046636;0.0255847850065565;"Crebbp/Dhx36/Dtl/Ect2/Eif2s1/Lrp2/Msh6/N4bp1/Nabp1/Nucks1/Ptprk/Rev1/Rnf4/Rpl26/Sod2/Tipin/Trp53inp1/Usp28/Xrcc5/Yy1";20
"ES";"ES";"GO:0003139";"secondary heart field specification";"3/558";"11/23328";0.0019461294004483;0.032360432675223;0.02770631373496;"Bmp4/Lrp2/Rbpj";3
"ES";"ES";"GO:0070203";"regulation of establishment of protein localization to telomere";"3/558";"11/23328";0.0019461294004483;0.032360432675223;0.02770631373496;"Cct2/Cct7/Terf1";3
"ES";"ES";"GO:0034504";"protein localization to nucleus";"16/558";"293/23328";0.0019787538353431;0.0327675120716898;0.0280548464504135;"Bmp4/Chchd10/Ect2/Hnrnpu/Hsp90aa1/Ipo11/Kat7/Kpna3/Morc3/Ppp3r1/Sin3a/Tardbp/Tfrc/Tor1aip2/Trim28/Ubr5";16
"ES";"ES";"GO:2000036";"regulation of stem cell population maintenance";"5/558";"38/23328";0.00201102858807006;0.0331654878622702;0.0283955848522576;"Ncoa3/Rest/Tcf7l1/Zc3h13/Zfp706";5
"ES";"ES";"GO:0032984";"protein-containing complex disassembly";"13/558";"214/23328";0.00202875301142454;0.033321233134581;0.02852893063971;"Arid1a/Capza2/Eml4/Etf1/Gspt1/Kif5b/Pym1/Scaf4/Scaf8/Setx/Sh3gl2/Stmn2/Vps4b";13
"ES";"ES";"GO:0051783";"regulation of nuclear division";"12/558";"191/23328";0.00225273062624828;0.0362465774411098;0.0310335481753564;"Atrx/Bmp4/Bora/Cdc26/Cul3/Gen1/Hnrnpu/Rad21/Riok2/Rps6ka2/Vps4b/Ywhah";12
"ES";"ES";"GO:0090224";"regulation of spindle organization";"5/558";"39/23328";0.00226206069999649;0.0362465774411098;0.0310335481753564;"Bora/Hnrnpu/Rnf4/Senp6/Vps4b";5
"ES";"ES";"GO:0070192";"chromosome organization involved in meiotic cell cycle";"7/558";"76/23328";0.0022699148894532;0.0362465774411098;0.0310335481753564;"4930447C04Rik/Atrx/Ccnb1ip1/Ccne1/Rad21/Smc2/Terf1";7
"ES";"ES";"GO:0043922";"negative regulation by host of viral transcription";"3/558";"12/23328";0.00254897524242755;0.0392991432012584;0.0336470900119595;"Nucks1/Rest/Tardbp";3
"ES";"ES";"GO:2000737";"negative regulation of stem cell differentiation";"4/558";"25/23328";0.00274778721713492;0.0416209222479914;0.0356349478177451;"Cdk13/Hnrnpu/Ncoa3/Rest";4
"ES";"ES";"GO:0072595";"maintenance of protein localization in organelle";"5/558";"41/23328";0.00283135672643999;0.0423545705100167;0.0362630818455804;"Chchd10/Gja1/Hk2/Hnrnpu/Morc3";5
"ES";"ES";"GO:0007568";"aging";"14/558";"251/23328";0.00304813929586898;0.0451397566820426;0.038647698969427;"Eif2s1/Morc3/Msh6/Nampt/Pawr/Picalm/Pten/Rnf165/Rsl1d1/Sin3a/Sod2/Tfcp2l1/Ybx1/Zkscan3";14
"ES";"ES";"GO:0045786";"negative regulation of cell cycle";"21/558";"451/23328";0.00305119627671859;0.0451397566820426;0.038647698969427;"Atrx/Bmp4/Cdc73/Dtl/Etaa1/Gen1/Gmnn/Jade1/Kat2b/Nabp1/Pkd2/Pten/Ptprk/Rad21/Rpl26/Rps6/Rps6ka2/Tipin/Trp53inp1/Usp28/Wac";21
"ES";"ES";"GO:2000772";"regulation of cellular senescence";"5/558";"42/23328";0.00315180192156176;0.0457977755679026;0.0392110807349967;"Nampt/Pawr/Rsl1d1/Ybx1/Zkscan3";5
"ES";"ES";"GO:0043123";"positive regulation of I-kappaB kinase/NF-kappaB signaling";"9/558";"125/23328";0.00316274978556693;0.0457977755679026;0.0392110807349967;"Ankrd17/Dhx36/Map3k7/Mtdh/Tab2/Tfrc/Triml1/Triml2/Ube2n";9
"ES";"ES";"GO:2000637";"positive regulation of gene silencing by miRNA";"4/558";"26/23328";0.00318672394607672;0.0457977755679026;0.0392110807349967;"Bmp4/Pum1/Pum2/Trim71";4
"ES";"ES";"GO:1903332";"regulation of protein folding";"3/558";"13/23328";0.00325517051825305;0.0462855341535345;0.039628689255132;"Pdia3/Pdia4/St13";3
"ES";"ES";"GO:0016032";"viral process";"16/558";"309/23328";0.00334886123281788;0.0471182433596474;0.0403416371549979;"Crebbp/Cul1/Eif3a/Etf1/Ilf3/Nucks1/Pabpc1/Pcbp2/Resf1/Rest/Slc20a2/Tardbp/Trim28/Triml1/Triml2/Vps4b";16
"ES";"ES";"GO:0000070";"mitotic sister chromatid segregation";"10/558";"151/23328";0.00350556509572264;0.0487881141527618;0.0417713449884874;"Atrx/Cdc26/Cul3/Gen1/Hnrnpu/Mis12/Rad21/Riok2/Smc2/Vps4b";10
"ES";"ES";"GO:0007369";"gastrulation";"11/558";"176/23328";0.00351604202393164;0.0487881141527618;0.0417713449884874;"Arid1a/Bmp4/Cdc73/Cul3/Gja1/Nanog/Poglut1/Rps6/Tdgf1/Tenm4/Wnk1";11
"NM";"NM";"GO:0007015";"actin filament organization";"42/548";"437/23328";1.15092364815331e-14;5.27353215583845e-11;3.58967028366132e-11;"Actn1/Arhgap40/Arpc1b/Arpin/Arrb1/Bcar1/Cald1/Cdc42ep1/Cdc42ep2/Cgnl1/Coro1b/Cttn/Elmo2/Ezr/Fhdc1/Flna/Iqgap2/Kirrel/Mcu/Mical2/Mprip/Myo1c/Myo1e/Myo5c/Phldb2/Ppp1r9b/Prkcd/Pxn/Rhoc/Rhog/Rnd3/S100a10/Sdc4/Sh3pxd2b/Shroom1/Smad3/Sorbs2/Src/Tpm1/Vasp/Vill/Zyx";42
"NM";"NM";"GO:0009611";"response to wounding";"43/548";"492/23328";1.50738890463033e-13;3.45342798050808e-10;2.35073332864193e-10;"Abhd2/Anxa2/Anxa5/Axl/Bnc1/Casp3/Cd24a/Cd44/Cdkn1a/Cnn2/Coro1b/Dsp/Dusp10/Egfr/Elk3/Epha4/F2r/F3/Flna/Hbegf/Hgfac/Hnf4a/Igf1r/Itgb4/Myh9/Nbeal2/Nfe2l2/Nmnat3/Pdgfb/Phldb2/Plec/Ppl/Prkca/Prkcd/Ptprf/Ptprs/Sdc1/Sdc4/Serpine1/Smad3/Thbs1/Tpm1/Wnt7a";43
"NM";"NM";"GO:0001667";"ameboidal-type cell migration";"39/548";"427/23328";5.35936281718524e-13;7.92168213082295e-10;5.3922543944562e-10;"Adam8/Akt1/Amotl2/Anxa3/Arid5b/Bcar1/Ccbe1/Cdh13/Coro1b/Cyp1b1/Dusp10/Epha2/Ephb4/Ets1/Gab2/Gipc1/Hbegf/Hdac7/Itga2/Itga3/Itgb4/Lama5/Lrp5/Map2k3/Myh9/Nfe2l2/Pdgfb/Prkca/Ptgs2/Ptprm/Pxn/Sdc4/Sema3e/Serpine1/Src/Syde1/Tgfbr2/Thbs1/Wnt7a";39
"NM";"NM";"GO:0031589";"cell-substrate adhesion";"35/548";"351/23328";6.91547981739236e-13;7.92168213082295e-10;5.3922543944562e-10;"Actn1/Adam8/Axl/Bcar1/Cdh13/Csf1/Cttn/Dnm2/Efna5/Flna/Fndc3b/Itga2/Itga3/Itgb4/Jag1/Lama5/Lamb3/Lgals1/Mink1/Mmp14/Msln/Npnt/Onecut2/Parvb/Phldb2/Plekha2/Pxn/S100a10/Sdc4/Sema3e/Serpine1/Smad3/Src/Thbs1/Zyx";35
"NM";"NM";"GO:0090132";"epithelium migration";"31/548";"297/23328";4.47339524011167e-12;2.92815671288453e-09;1.99318347315051e-09;"Adam8/Akt1/Anxa3/Bcar1/Ccbe1/Cdh13/Coro1b/Cyp1b1/Dusp10/Epha2/Ephb4/Ets1/Gab2/Gipc1/Hbegf/Hdac7/Itga2/Itga3/Map2k3/Myh9/Nfe2l2/Pdgfb/Prkca/Ptgs2/Ptprm/Pxn/Serpine1/Src/Tgfbr2/Thbs1/Wnt7a";31
"NM";"NM";"GO:0007264";"small GTPase mediated signal transduction";"37/548";"437/23328";2.01573268174358e-11;1.02623190530546e-08;6.98551571462718e-09;"Arhgap40/Arhgef17/Arhgef40/Arrb1/Camk2d/Cdc42ep1/Cdc42ep2/Cdh13/Cdh2/Cgnl1/Csf1/Dnm2/Eps8l2/F2r/Farp1/Fgd3/Git1/Itga3/Kctd10/Ngf/Nisch/Nradd/Nrg1/Plekhg3/Ralgps1/Rasa3/Rassf1/Rhoc/Rhog/Rnd3/Rras2/Sipa1/Sipa1l3/Src/Syde1/Tax1bp3/Trio";37
"NM";"NM";"GO:0045860";"positive regulation of protein kinase activity";"37/548";"440/23328";2.45900644001053e-11;1.12671675081282e-08;7.66951166500125e-09;"Adam8/Akt1/App/Areg/Arrb1/Ccnd1/Ccnd2/Cd24a/Cd81/Cdkn1a/Clu/Csf1/Csk/Egfr/Epha4/Ereg/F2r/Gadd45g/Gdf15/Gpr39/Hbegf/Hnf4a/Magi3/Map2k3/Mapre3/Mink1/Nrg1/Pdgfb/Prkcd/Pxn/Sdc4/Src/Tgfa/Tgfbr2/Thbs1/Traf4/Wnt7b";37
"NM";"NM";"GO:0034329";"cell junction assembly";"36/548";"426/23328";4.0065723230641e-11;1.66891948947997e-08;1.13602620030995e-08;"Actb/Actn1/Adgrl3/App/Cadm1/Cdh2/Cdh6/Cgn/Cttn/Dvl1/Efna5/Epha2/Farp1/Gpc6/Hdac7/Itga2/Itgb4/Lsr/Mmp14/Myo1c/Nrg1/Pard6b/Pdgfb/Phldb2/Plec/Plxnb2/Prkca/Ptprs/Pxn/Rhoc/S100a10/Sdc4/Smad3/Src/Vstm5/Wnt7a";36
"NM";"NM";"GO:0007162";"negative regulation of cell adhesion";"29/548";"290/23328";6.28717608383811e-11;2.21598775508817e-08;1.50841317703743e-08;"Adam8/Akt1/Bcar1/Casp3/Cd24a/Cd44/Cdh13/Cyp1b1/Efna5/Gstp1/Il4ra/Jag1/Lgals1/Lgals3/Mbp/Mmp14/Pag1/Phldb2/Plxna1/Plxnb2/Prkcd/Runx1/Sdc4/Sema3e/Serpine1/Src/Thbs1/Tigit/Zbtb7b";29
"NM";"NM";"GO:0048661";"positive regulation of smooth muscle cell proliferation";"18/548";"108/23328";7.08213962581869e-11;2.31788312610723e-08;1.57777291062412e-08;"Akt1/Camk2d/Cdh13/Egfr/Ereg/Gnai2/Hbegf/Igf1r/Itga2/Ldlrap1/Mef2d/Myc/Pdgfb/Prkca/Ptgs2/Smpd3/Tgfbr2/Thbs1";18
"NM";"NM";"GO:2000379";"positive regulation of reactive oxygen species metabolic process";"18/548";"114/23328";1.78843922492171e-10;5.46308568572751e-08;3.71869854276703e-08;"Akt1/App/Cdkn1a/Clu/Cyp1b1/Dnm2/Egfr/Gnai2/Gstp1/Nfe2l2/Pdgfb/Prkcd/Ptgs2/Smad3/Smpd3/Tgfbr2/Thbs1/Tspo";18
"NM";"NM";"GO:0071559";"response to transforming growth factor beta";"24/548";"212/23328";2.26302070602025e-10;6.48072554686548e-08;4.41140154732762e-08;"Ankrd1/Cav2/Chst11/Col4a2/Dnm2/Gipc1/Igf1r/Itga3/Ltbp3/Npnt/Onecut2/Pmepa1/Pxn/Runx1/Serpine1/Smad3/Smurf1/Src/Tgfbr2/Thbs1/Tsku/Zfhx3/Zmiz1/Zyx";24
"NM";"NM";"GO:0045785";"positive regulation of cell adhesion";"35/548";"435/23328";2.86404824553816e-10;7.71945238885637e-08;5.25459749320715e-08;"Adam8/Bad/Cd24a/Cd44/Cd81/Cdh13/Csf1/Dnm2/Dusp10/Ephb4/Ets1/Flna/Hes1/Il4ra/Itga2/Itga3/Lgals1/Lif/Nfkbiz/Npnt/Plaur/Plekha2/Prkca/Runx1/S100a10/Sdc4/Shb/Smad3/Src/Tgfbr2/Thbs1/Tpm1/Zbtb7b/Zfhx3/Zmiz1";35
"NM";"NM";"GO:0033002";"muscle cell proliferation";"25/548";"236/23328";3.95010354055406e-10;9.57869140999517e-08;6.5201733666787e-08;"Akt1/Camk2d/Cdh13/Cdkn1a/Comt/Egfr/Ereg/Gnai2/Hbegf/Igf1r/Itga2/Ldlrap1/Mef2d/Myc/Ncam1/Pdgfb/Prkca/Ptgs2/Rbp4/Rxra/Selenon/Smpd3/Tgfbr2/Thbs1/Zfpm2";25
"NM";"NM";"GO:0010634";"positive regulation of epithelial cell migration";"20/548";"150/23328";3.97195846333279e-10;9.57869140999517e-08;6.5201733666787e-08;"Akt1/Anxa3/Bcar1/Ccbe1/Ets1/Gab2/Hbegf/Hdac7/Itga2/Itga3/Map2k3/Nfe2l2/Pdgfb/Prkca/Ptgs2/Serpine1/Src/Tgfbr2/Thbs1/Wnt7a";20
"NM";"NM";"GO:0071560";"cellular response to transforming growth factor beta stimulus";"23/548";"208/23328";8.58052773603563e-10;1.8721894326912e-07;1.27439116199868e-07;"Ankrd1/Cav2/Chst11/Col4a2/Dnm2/Gipc1/Igf1r/Itga3/Ltbp3/Npnt/Onecut2/Pmepa1/Pxn/Runx1/Serpine1/Smad3/Smurf1/Src/Tgfbr2/Thbs1/Tsku/Zmiz1/Zyx";23
"NM";"NM";"GO:0032970";"regulation of actin filament-based process";"33/548";"410/23328";9.26503850643222e-10;1.92965483802147e-07;1.31350761217984e-07;"Arhgap40/Arpc1b/Arpin/Cdc42ep1/Cdc42ep2/Cgnl1/Cnn2/Coro1b/Ctsl/Cttn/Dsp/Efna5/Flna/Iqgap2/Kirrel/Myh9/Myo1c/Pam/Phldb2/Prkcd/Pxn/Rhoc/Rhog/Rnd3/S100a10/Sdc4/Sema3e/Sh3pxd2b/Smad3/Sri/Tpm1/Vasp/Vill";33
"NM";"NM";"GO:1905475";"regulation of protein localization to membrane";"22/548";"195/23328";1.36528278354594e-09;2.50229028568299e-07;1.70329805795647e-07;"Actb/Akt1/Bcl2l1/Camk2d/Cd81/Cdh2/Csk/Egfr/Epha2/Ezr/Gpc6/Itga3/Ldlrap1/Lgals3/Mmp14/Myo1c/Necab2/Pmaip1/Ppp1r9b/Rhog/Sh3glb1/Sorbs2";22
"NM";"NM";"GO:0048608";"reproductive structure development";"35/548";"477/23328";3.27396354441009e-09;5.17286240016795e-07;3.52114482108425e-07;"Akt1/Arid5b/Arrb1/Axl/Bcl2l1/Ccnd1/Cd44/Ctsl/Egfr/Ereg/Flna/Fosl1/Hes1/Hmga2/Hnf1b/Igf1r/Krt19/Lfng/Lif/Pdgfb/Plaur/Plcd3/Ptgs2/Ptprn/Rbp4/Rdh10/Runx1/Rxra/Serpinb6b/Serpine1/Src/Syde1/Wnt7a/Wnt7b/Zfpm2";35
"NM";"NM";"GO:0072659";"protein localization to plasma membrane";"26/548";"295/23328";9.01507409404427e-09;1.23510071505206e-06;8.40727657124967e-07;"Actb/Adcy6/Akt1/Anxa2/Bcl2l1/Camk2d/Cd81/Cdh2/Csk/Egfr/Ehd2/Epha2/Ezr/Flna/Itga3/Krt18/Lama5/Ldlrap1/Lgals3/Mmp14/Ppp1r9b/Rhog/S100a10/Slc9a3r1/Tspan15/Vamp5";26
"NM";"NM";"GO:0061448";"connective tissue development";"25/548";"276/23328";1.00692452582327e-08;1.26853715431401e-06;8.63487695153208e-07;"Arid5b/Bmp1/Chst11/Col27a1/Creb3l2/Csf1/Esrra/Hmga2/Lmna/Lncpint/Lrp5/Ltbp3/Mef2d/Pdgfb/Prkca/Runx1/Runx2/Serpinh1/Sh3pxd2b/Smad3/Smpd3/Tgfbr2/Thbs1/Wnt7a/Wnt7b";25
"NM";"NM";"GO:0032956";"regulation of actin cytoskeleton organization";"29/548";"361/23328";1.02435344193842e-08;1.26853715431401e-06;8.63487695153208e-07;"Arhgap40/Arpc1b/Arpin/Cdc42ep1/Cdc42ep2/Cgnl1/Coro1b/Ctsl/Cttn/Efna5/Flna/Iqgap2/Kirrel/Myo1c/Pam/Phldb2/Prkcd/Pxn/Rhoc/Rhog/Rnd3/S100a10/Sdc4/Sema3e/Sh3pxd2b/Smad3/Tpm1/Vasp/Vill";29
"NM";"NM";"GO:1901653";"cellular response to peptide";"26/548";"299/23328";1.19103810361474e-08;1.43614120809546e-06;9.77575041831159e-07;"Abcc1/Adcy6/Akt1/Ano1/Anxa5/App/Bcar1/Cav2/Csk/Epha4/Esrra/Foxo6/Gdf15/Gnai2/Igf1r/Irs2/Myo1c/Prkca/Prkcd/Ptprf/Pxn/Smpd3/Soga1/Src/Tns2/Zbtb7b";26
"NM";"NM";"GO:1903034";"regulation of response to wounding";"20/548";"186/23328";1.74966942651457e-08;2.05563725956148e-06;1.39926329575241e-06;"Anxa2/Anxa5/Cd24a/Dusp10/Epha4/F2r/Flna/Hbegf/Igf1r/Myh9/Nfe2l2/Pdgfb/Phldb2/Prkca/Prkcd/Ptprf/Ptprs/Serpine1/Smad3/Thbs1";20
"NM";"NM";"GO:0007173";"epidermal growth factor receptor signaling pathway";"15/548";"103/23328";1.84644260199861e-08;2.11510000058941e-06;1.43973932361102e-06;"Akt1/App/Areg/Bcar1/Cdh13/Egfr/Ereg/Gprc5a/Hbegf/Plaur/Ptprf/Rhbdf1/Rhbdf2/Src/Tgfa";15
"NM";"NM";"GO:0072009";"nephron epithelium development";"15/548";"111/23328";5.17438731933239e-08;5.15413971677848e-06;3.50840037235283e-06;"Ampd2/Basp1/Cd44/Hes1/Hnf1b/Jag1/Lama5/Lif/Lzts2/Myc/Myo1e/Npnt/Pax2/Pdgfb/Wnt7b";15
"NM";"NM";"GO:1902905";"positive regulation of supramolecular fiber organization";"20/548";"200/23328";5.94912993625477e-08;5.56304354447333e-06;3.78673942021974e-06;"App/Arpc1b/Arpin/Cdc42ep1/Cdc42ep2/Coro1b/Cttn/Flna/Iqgap2/Kirrel/Map1b/Myo1c/Pxn/Rhoc/S100a10/Sdc4/Sh3pxd2b/Smad3/Tpm1/Vasp";20
"NM";"NM";"GO:0018212";"peptidyl-tyrosine modification";"26/548";"325/23328";6.47125620131711e-08;5.930259182887e-06;4.03670149989529e-06;"App/Areg/Cav2/Cd24a/Cd44/Cd81/Efna5/Egfr/Epha4/Ereg/Gprc5a/Hbegf/Hes1/Hnf4a/Igf1r/Il11/Lif/Nrg1/Pdgfb/Prkca/Prkcd/Pxn/Src/Tgfa/Tnk2/Tpst2";26
"NM";"NM";"GO:0001503";"ossification";"29/548";"394/23328";6.95445328517695e-08;6.24809901032956e-06;4.25305368090388e-06;"Akt1/Ank/Areg/Bmp1/Clic1/Csf1/Epha2/Esrra/Fhl2/Fndc3b/Hdac7/Jag1/Lmna/Lrp5/Ltbp3/Mef2d/Mmp14/Nfatc1/Npnt/Pdlim7/Ptgs2/Runx1/Runx2/Sbno2/Sh3pxd2b/Smad3/Smpd3/Smurf1/Wnt7b";29
"NM";"NM";"GO:0061138";"morphogenesis of a branching epithelium";"21/548";"222/23328";7.29090958187344e-08;6.42441302002771e-06;4.37306985649615e-06;"Areg/Cd44/Csf1/Epha2/Hmga2/Hnf1b/Lama5/Lrp5/Mmp14/Myc/Nfatc1/Npnt/Pax2/Pdgfb/Plxna1/Pxn/Rdh10/Rxra/Sema3e/Src/Tgfbr2";21
"NM";"NM";"GO:0009306";"protein secretion";"32/548";"470/23328";8.91260215750497e-08;7.56250797883107e-06;5.14776611943221e-06;"Ankrd1/Ano1/Anxa5/Arrb1/Bad/Cadm1/Camk2n1/Cavin1/Efna5/Egfr/Ezr/F2r/Frmd4a/Gpr39/Hnf1b/Hnf4a/Irs2/Kcnn4/Lrp5/Mcu/Midn/Mon1a/Myo18a/Pam/Ptprn/Rbp4/Rhbdf1/Rhbdf2/S100a13/Src/Sri/Tango2";32
"NM";"NM";"GO:0035592";"establishment of protein localization to extracellular region";"32/548";"471/23328";9.35567099390401e-08;7.79412445346694e-06;5.30542644113638e-06;"Ankrd1/Ano1/Anxa5/Arrb1/Bad/Cadm1/Camk2n1/Cavin1/Efna5/Egfr/Ezr/F2r/Frmd4a/Gpr39/Hnf1b/Hnf4a/Irs2/Kcnn4/Lrp5/Mcu/Midn/Mon1a/Myo18a/Pam/Ptprn/Rbp4/Rhbdf1/Rhbdf2/S100a13/Src/Sri/Tango2";32
"NM";"NM";"GO:0097320";"plasma membrane tubulation";"7/548";"18/23328";9.65910446484901e-08;7.9032172603461e-06;5.3796854378473e-06;"Asap1/Cavin2/Dnm2/Ehd2/Micall1/Plekhm2/Sh3glb1";7
"NM";"NM";"GO:0043281";"regulation of cysteine-type endopeptidase activity involved in apoptotic process";"20/548";"209/23328";1.23262662451644e-07;9.41315865589052e-06;6.40749594463544e-06;"Akt1/App/Arl6ip5/Arrb1/Bad/Casp8/Cd44/Ctsd/F2r/F3/Gramd4/Myc/Ngf/Pax2/Plaur/Pmaip1/Ptgs2/Smad3/Src/Thbs1";20
"NM";"NM";"GO:0071692";"protein localization to extracellular region";"32/548";"478/23328";1.30829528656589e-07;9.82722787384414e-06;6.68935105106945e-06;"Ankrd1/Ano1/Anxa5/Arrb1/Bad/Cadm1/Camk2n1/Cavin1/Efna5/Egfr/Ezr/F2r/Frmd4a/Gpr39/Hnf1b/Hnf4a/Irs2/Kcnn4/Lrp5/Mcu/Midn/Mon1a/Myo18a/Pam/Ptprn/Rbp4/Rhbdf1/Rhbdf2/S100a13/Src/Sri/Tango2";32
"NM";"NM";"GO:0048638";"regulation of developmental growth";"29/548";"409/23328";1.54110850607562e-07;1.12085066267278e-05;7.6295814594855e-06;"Akt1/App/Cdkn1a/Csf1/Cttn/Dnm2/Dusp10/Efna5/Ezr/Gdf15/Hmga2/Hnf1b/Igf1r/Map1b/Ncam1/Ngf/Nrg1/Plac8/Ptprs/Rai1/Rbp4/Sema3e/Serpine1/Sh3glb1/Sh3pxd2b/Smurf1/Tgfbr2/Wwc1/Zfpm2";29
"NM";"NM";"GO:1903532";"positive regulation of secretion by cell";"28/548";"388/23328";1.7606107063614e-07;1.26048722758561e-05;8.58008145221845e-06;"Ankrd1/Ano1/Arrb1/Bad/Bcl2l1/Cadm1/Camk2n1/Egfr/Ezr/Frmd4a/Gab2/Gpr39/Il4ra/Irs2/Kcnn4/Lgals3/Lif/Mcu/Myo18a/Ncs1/Prkca/Rbp4/Runx1/Sdc1/Sdc4/Smpd3/Src/Sri";28
"NM";"NM";"GO:0150115";"cell-substrate junction organization";"13/548";"93/23328";2.68678036149339e-07;1.81041582593569e-05;1.23234213794194e-05;"Actn1/Cttn/Efna5/Itga2/Itgb4/Mmp14/Phldb2/Plec/Pxn/S100a10/Sdc4/Smad3/Src";13
"NM";"NM";"GO:0001763";"morphogenesis of a branching structure";"21/548";"241/23328";2.92902365841964e-07;1.89967428052817e-05;1.29309997776309e-05;"Areg/Cd44/Csf1/Epha2/Hmga2/Hnf1b/Lama5/Lrp5/Mmp14/Myc/Nfatc1/Npnt/Pax2/Pdgfb/Plxna1/Pxn/Rdh10/Rxra/Sema3e/Src/Tgfbr2";21
"NM";"NM";"GO:0042326";"negative regulation of phosphorylation";"31/548";"471/23328";2.98508398511629e-07;1.89967428052817e-05;1.29309997776309e-05;"Actb/Akt1/Arrb1/Camk2n1/Casp3/Cdkn1a/Csk/Ctdsp1/Ctdsp2/Ctdspl/Dusp10/Dusp4/Dusp5/Dvl1/Ezr/Gadd45g/Gpd1l/Gprc5a/Gstp1/Hnf4a/Igf1r/Irs2/Kirrel/Lif/Lrp5/Midn/Pmepa1/Prkca/Prkcd/Shb/Slc9a3r1";31
"NM";"NM";"GO:1901652";"response to peptide";"28/548";"400/23328";3.27798366152055e-07;2.00262948494496e-05;1.36318113531023e-05;"Abcc1/Adcy6/Akt1/Ano1/Anxa5/App/Bcar1/Cav2/Csk/Epha4/Esrra/Foxo6/Gdf15/Gnai2/Igf1r/Irs2/Jag1/Myo1c/Prkca/Prkcd/Ptprf/Pxn/Rbp4/Smpd3/Soga1/Src/Tns2/Zbtb7b";28
